DNA_ID	CRUISE	STATION	TYPE	yyyy-mm-ddThh:mm	Longitude [degrees_east]	Latitude [degrees_north]	Salinity	Temperature	Pressure	Oxygen	CAST TYPE	CAST NO	NISKIN	DNA VOLUME FILT [mL]	comments	DNA.concentration.ng.uL	Eukaryotic_Fraction_from_Trimmed_Sequences_(18S/16S+18S)	plasFrac
I9N-S117-N01	I9N	117	B	20070404T00:00	95.007	-12.484	34.7016	3.7077	1464.4	107.9	TRACE METAL	1	1		DNA EXTRACTED 4/22/07 EW	0.599783698732713	0.02367391	0.0018431503029715
I9N-S117-N03	I9N	117	B	20070404T00:00	95.007	-12.484	34.6416	5.9842	803.8	81.4	TRACE METAL	1	3		DNA EXTRACTED 4/22/07 EW	1.49519385282288	0.05047488	0.000424016164002053
I9N-S117-N06	I9N	117	B	20070404T00:00	95.007	-12.484	34.672	11.7693	240.9	99.7	TRACE METAL	1	6		DNA EXTRACTED 4/22/07 EW	2.35332157989024	0.04618473	
I9N-S117-N08	I9N	117	B	20070404T00:00	95.007	-12.484	35.0181	18.5609	135.9	131.7	TRACE METAL	1	8		DNA EXTRACTED 4/22/07 EW	3.40986764738407	0.05103121	0.0118505538025678
I9N-S117-N10	I9N	117	B	20070404T00:00	95.007	-12.484	35.0378	24.3229	70.3	211.2	TRACE METAL	1	10		DNA EXTRACTED 4/22/07 EW	20.1686345469079	0.01491575	0.045611012539726
I9N-S117-N12	I9N	117	B	20070404T00:00	95.007	-12.484	34.5226	28.0048	19.4	199.5	TRACE METAL	1	12		DNA EXTRACTED 4/22/07 EW. SLB buffer leaked out? Empty when came out of freezer to extract…	15.3080171120021	0.00796357	0.0132537843763344
