I8S-S11-N01.trimmed	.24175750
I8S-S11-N03.trimmed	.13576902
I8S-S11-N05.trimmed	.17140093
I8S-S11-N08.trimmed	.09240886
I8S-S11-N11.trimmed	.21277759
I8S-S11-N12.trimmed	.15400233
I8S-S15-N01.trimmed	.07602069
I8S-S15-N03.trimmed	.07969653
I8S-S15-N05.trimmed	.08163055
I8S-S15-N08.trimmed	.06088226
I8S-S15-N11.trimmed	.10120920
I8S-S15-N12.trimmed	.17235178
I8S-S23-N01.trimmed	.16595697
I8S-S23-N03.trimmed	.09156092
I8S-S23-N05.trimmed	.07291617
I8S-S23-N08.trimmed	.07917828
I8S-S23-N11.trimmed	.08104516
I8S-S23-N12.trimmed	.26385314
I8S-S32-N01.trimmed	.05336838
I8S-S32-N03.trimmed	.21491777
I8S-S32-N05.trimmed	.05168819
I8S-S32-N08.trimmed	.09591615
I8S-S32-N11.trimmed	.10091043
I8S-S32-N12.trimmed	.12203360
I8S-S38-N01.trimmed	.02211629
I8S-S38-N03.trimmed	.04617400
I8S-S38-N05.trimmed	.06714367
I8S-S38-N08.trimmed	.06963844
I8S-S38-N11.trimmed	.06783864
I8S-S38-N12.trimmed	.05464480
I8S-S45-N23.trimmed	.01576199
I8S-S45-N25.trimmed	.02313098
I8S-S45-N29.trimmed	.01834605
I8S-S45-N32.trimmed	.02523590
I8S-S45-N33.trimmed	.02992121
I8S-S45-N35.trimmed	.02574385
I8S-S48-N01.trimmed	.04127920
I8S-S48-N03.trimmed	.02505091
I8S-S48-N05.trimmed	.04685755
I8S-S48-N08.trimmed	.07272091
I8S-S48-N11.trimmed	.03213371
I8S-S48-N12.trimmed	.03446204
I8S-S60-N01.trimmed	.03309122
I8S-S60-N03.trimmed	.02059366
I8S-S60-N05.trimmed	.03843171
I8S-S60-N08.trimmed	.04384410
I8S-S60-N11.trimmed	.06222119
I8S-S60-N12.trimmed	.06212067
I8S-S70-N01.trimmed	.00194987
I8S-S70-N03.trimmed	.06480492
I8S-S70-N05.trimmed	.00449281
I8S-S70-N08.trimmed	.03706856
I8S-S70-N11.trimmed	.02276228
I8S-S70-N12.trimmed	.02287722
I8S-S88-N01.trimmed	.03417172
I8S-S88-N03.trimmed	.05181741
I8S-S88-N05.trimmed	.05440998
I8S-S88-N08.trimmed	.02310175
I8S-S88-N11.trimmed	.03335422
I8S-S88-N12.trimmed	.02384480
